"","document","topic","gamma"
"126","revelskojeslovo19170124.1.1",1,0.000147195015349931
"127","tooljasojavnoukteat19170714.1.3",1,0.00015983157405035
"128","tooljasojavnoukteat19170802.1.3",1,9.08994563443054e-05
"129","revelskojeslovo19170307.1.2",1,0.000250705950915852
"130","revelskojeslovo19170902.1.3",1,0.669838840415766
"131","svobodnojeslovosoldata19170415.1.4",1,0.000277714908574802
"132","tooljasojavnoukteat19170504.1.4",1,0.344423124983465
"133","ekmteataja19170105.1.7",1,9.39577251829426e-05
"134","revelskojeslovo19170313.1.4",1,0.000502651933007255
"135","revelskojeslovo19170704.1.2",1,0.000289719505098749
"136","revelskieizvestija19170531.1.3",1,0.000238230379144003
"137","tooljasojavnoukteat19170826.1.1",1,0.581372119587911
"138","tooljasojavnoukteat19170927.1.2",1,0.455634349766174
"139","tooljasojavnoukteat19170408.1.4",1,0.000270978083806668
"140","svobodnojeslovosoldata19170514.1.3",1,0.402988214388516
"141","ekmteataja19170803.1.5",1,0.000188618670939356
"142","revelskieizvestija19170530.1.3",1,0.158633660213892
"143","revelskojeslovo19170221.1.1",1,0.000197512094918589
"144","tooljasojavnoukteat19170716.1.2",1,0.000194080488580888
"145","tooljasojavnoukteat19170819.1.4",1,0.000169534495963672
"146","ekmteataja19170824.1.3",1,8.10112044106251e-05
"147","tooljasojavnoukteat19170322.1.1",1,0.000266665557832795
"148","revelskojeslovo19170413.1.4",1,0.000481007744157741
"149","revelskojeslovo19171007.1.2",1,0.000215275087741015
"150","tooljasojavnoukteat19170622.1.3",1,0.994447325050209
"151","tooljasojavnoukteat19171004.1.4",1,0.000270978083806676
"152","ekmteataja19171005.1.3",1,0.000158321379936878
"153","utropravda19170915.1.4",1,0.000149160496176505
"154","tooljasojavnoukteat19170907.1.2",1,0.000198683090446407
"155","tooljasojavnoukteat19170723.1.2",1,0.000148499529550323
"156","ekmteataja19170629.1.7",1,0.000191858238353484
"157","revelskojeslovo19170218.1.3",1,0.324570508579481
"158","tooljasojavnoukteat19170805.1.3",1,0.462159277442107
"159","tooljasojavnoukteat19170823.1.3",1,0.185198253117139
"160","tooljasojavnoukteat19170411.1.2",1,0.000275432387294123
"161","revelskieizvestija19170601.1.3",1,0.0674369776085611
"162","revelskojeslovo19170424.1.3",1,0.610290525113855
"163","tooljasojavnoukteat19170425.1.2",1,0.000168681149748851
"164","revelskojeslovo19170920.1.4",1,0.00026880452508765
"165","revelskojeslovo19171010.1.4",1,0.000481007744156612
"166","revelskojeslovo19171013.1.4",1,0.000222419003152149
"167","tooljasojavnoukteat19170907.1.3",1,0.000208575804483641
"168","utropravda19170616.1.4",1,0.112168367680218
"169","tooljasojavnoukteat19170725.1.3",1,0.160037020315786
"170","tooljasojavnoukteat19170328.1.3",1,0.00022541111516391
"171","tooljasojavnoukteat19170914.1.3",1,0.447362936181958
"172","utropravda19170912.1.4",1,0.383218841387562
"173","tooljasojavnoukteat19170822.1.3",1,0.275220223473887
"174","utropravda19170804.1.4",1,0.168917204707574
"175","tooljasojavnoukteat19171201.1.1",1,0.00042597969567519
"176","revelskojeslovo19170206.1.1",1,0.000198683090446305
"177","tooljasojavnoukteat19170720.1.2",1,0.00022848482824245
"178","ekmteataja19170921.1.4",1,0.000188618670939311
"179","ekmteataja19170907.1.4",1,0.000113342230250209
"180","tooljasojavnoukteat19170504.1.1",1,0.00035028578144267
"181","tooljasojavnoukteat19170723.1.4",1,0.496521060112371
"182","ekmteataja19170622.1.2",1,0.121764638314389
"183","tooljasojavnoukteat19170725.1.4",1,0.000209882095539769
"184","tooljasojavnoukteat19170805.1.4",1,0.000336227993009265
"185","tooljasojavnoukteat19171116.1.4",1,0.000377938808117852
"186","revelskieizvestija19170227.1.1",1,0.000270978083806624
"187","revelskojeslovo19170718.1.2",1,0.000336227993008939
"188","revelskojeslovo19171006.1.2",1,0.000248844322439139
"189","ekmteataja19170713.1.2",1,0.000320166694311346
"190","tooljasojavnoukteat19170601.1.4",1,0.0892576402981129
"191","revelskieizvestija19170216.1.2",1,0.000162151669704253
"192","revelskojeslovo19170814.1.1",1,0.000182457019302465
"193","svobodnojeslovosoldata19170705.1.4",1,0.283591289870447
"194","revelskojeslovo19170306.1.2",1,0.000238230379144217
"195","tooljasojavnoukteat19171103.1.4",1,0.00035776490794237
"196","revelskojeslovo19171003.1.3",1,0.000191858238353458
"197","tooljasojavnoukteat19170812.1.3",1,0.000178568133759785
"198","tooljasojavnoukteat19170520.1.4",1,0.000190766088425398
"199","tooljasojavnoukteat19170830.1.3",1,0.000241666305723933
"200","utropravda19170626.1.2",1,0.145026968835092
"201","tooljasojavnoukteat19170716.1.1",1,0.000277714908574476
"202","revelskieizvestija19170510.1.1",1,0.000415418683245663
"203","svobodnojeslovosoldata19170511.1.5",1,0.000420632909927273
"204","revelskojeslovo19170919.1.4",1,0.00034311295608925
"205","revelskojeslovo19170921.1.4",1,0.000273187079950309
"206","revelskojeslovo19171007.1.4",1,0.000415418683245338
"207","revelskojeslovo19171014.1.4",1,0.000391173467485849
"208","revelskojeslovo19170923.1.4",1,0.000280035576704553
"209","tooljasojavnoukteat19170914.1.2",1,0.000137529820863232
"210","utropravda19170922.1.3",1,0.0599257327542647
"211","ekmteataja19170720.1.3",1,0.000391173467485899
"212","tooljasojavnoukteat19171020.1.3",1,0.000202280895802258
"213","utropravda19170623.1.2",1,0.817672046925178
"214","ekmteataja19170112.1.15",1,0.000357764907942364
"215","svobodnojeslovosoldata19171202.1.4",1,0.000159831574050287
"216","tooljasojavnoukteat19170803.1.2",1,0.000218076867576465
"217","tooljasojavnoukteat19170819.1.2",1,0.199127344350394
"218","tooljasojavnoukteat19170910.1.3",1,0.036713034507563
"219","tooljasojavnoukteat19171106.1.3",1,0.000561618741594123
"220","ekmteataja19170518.1.2",1,0.000323255012607753
"221","tooljasojavnoukteat19170829.1.7",1,0.280721610660382
"222","ekmteataja19170727.1.3",1,0.000169534495963445
"223","revelskojeslovo19170223.1.4",1,0.000332888098338247
"224","tooljasojavnoukteat19170715.1.3",1,0.939157798322736
"225","ekmteataja19170112.1.18",1,0.000273187079950231
"226","revelskojeslovo19170201.1.2",1,0.000220952538766165
"227","utropravda19171029.1.2",1,0.000410332146326282
"228","revelskojeslovo19170927.1.4",1,0.00033622799300901
"229","revelskojeslovo19170810.1.1",1,0.000510306114636757
"230","revelskojeslovo19170311.1.4",1,0.000601971990070955
"231","tooljasojavnoukteat19170412.1.4",1,0.114282042739446
"232","revelskojeslovo19170414.1.4",1,0.000250705950916076
"233","ekmteataja19170112.1.3",1,0.000185486688507901
"234","tooljasojavnoukteat19170804.1.3",1,0.000308381804584062
"235","revelskieizvestija19170213.1.1",1,0.563487344945165
"236","tooljasojavnoukteat19170705.1.3",1,0.471859968871506
"237","tooljasojavnoukteat19170729.1.4",1,0.000222419003152235
"238","tooljasojavnoukteat19171117.1.4",1,0.000461150602326092
"239","ekmteataja19170928.1.3",1,0.000186519061426571
"240","revelskieizvestija19170315.1.1",1,0.00030556990402745
"241","revelskojeslovo19170417.1.2",1,0.000282395356041913
"242","tooljasojavnoukteat19171006.1.2",1,0.000262488146385567
"243","tooljasojavnoukteat19171026.1.2",1,0.000448798944913722
"244","revelskieizvestija19170128.1.1",1,0.000365570383609519
"245","tooljasojavnoukteat19170906.1.2",1,0.000188618670939358
"246","revelskojeslovo19170422.1.4",1,0.000270978083806539
"247","revelskojeslovo19170424.1.4",1,0.000275432387293986
"248","revelskojeslovo19170216.1.3",1,0.000297433685231991
"249","tooljasojavnoukteat19170815.1.2",1,0.000159831574050086
"250","revelskieizvestija19170606.1.2",1,0.0353547639297196
"251","tooljasojavnoukteat19171212.1.3",1,0.000702994684180552
"252","revelskojeslovo19170710.1.2",1,0.000391173467485888
"253","tooljasojavnoukteat19170818.1.1",1,0.000305569904028066
"254","revelskojeslovo19170131.1.3",1,0.0259815563238056
"255","utropravda19171230.1.3",1,0.000134224745616034
"256","ekmteataja19170413.1.1",1,0.000152555596423323
"257","revelskojeslovo19170107.1.2",1,0.000262488146385443
"258","svobodnojeslovosoldata19170708.1.4",1,0.000395793431649284
"259","tooljasojavnoukteat19171031.1.1",1,0.000343112956089989
"260","svobodnojeslovosoldata19170421.1.4",1,0.000420632909927342
"261","tooljasojavnoukteat19170422.1.3",1,0.0596301606811223
"262","utropravda19171123.1.4",1,0.00023325585453148
"263","revelskieizvestija19170503.1.1",1,0.0816109501559015
"264","svobodnojeslovosoldata19171217.1.3",1,0.000386660113487056
"265","revelskojeslovo19170524.1.2",1,0.00032016669431147
"266","tooljasojavnoukteat19171012.1.2",1,0.000223905063476575
"267","ekmteataja19170413.1.5",1,0.000311245936853927
"268","revelskojeslovo19171006.1.4",1,0.000400523828488234
"269","tooljasojavnoukteat19171018.1.3",1,0.000636259208472755
"270","tooljasojavnoukteat19170706.1.2",1,0.0242173041738897
"271","tooljasojavnoukteat19170504.1.3",1,0.000223905063476563
"272","tooljasojavnoukteat19170416.1.4",1,0.0838725196316616
"273","ekmteataja19171019.1.2",1,0.000467584941210407
"274","tooljasojavnoukteat19170917.1.3",1,0.000185486688508198
"275","utropravda19171205.1.3",1,0.000231643526681667
"276","tooljasojavnoukteat19170714.1.1",1,0.00023654879533565
"277","tooljasojavnoukteat19170628.1.3",1,0.434586060503909
"278","tooljasojavnoukteat19170730.1.2",1,0.000173036004451126
"279","tooljasojavnoukteat19170921.1.3",1,0.263186281931533
"280","tooljasojavnoukteat19170819.1.3",1,0.276084866506443
"281","svobodnojeslovosoldata19171210.1.4",1,0.000252595643387884
"282","tooljasojavnoukteat19170525.1.3",1,0.427546827348135
"283","revelskieizvestija19170424.1.3",1,0.000612982953381121
"284","revelskieizvestija19170602.1.3",1,0.334284972595383
"285","utropravda19171019.1.2",1,0.825150260922459
"286","revelskojeslovo19170206.1.2",1,0.000361625531523492
"287","tooljasojavnoukteat19171214.1.1",1,0.00041033214632651
"288","tooljasojavnoukteat19171219.1.1",1,0.116680168160093
"289","svobodnojeslovosoldata19171114.1.1",1,0.000262488146385509
"290","revelskieizvestija19170215.1.1",1,0.000268804525087714
"291","revelskieizvestija19170524.1.2",1,0.000208575804483173
"292","svobodnojeslovosoldata19170427.1.2",1,0.000270978083806204
"293","tooljasojavnoukteat19170622.1.2",1,0.000320166694311327
"294","tooljasojavnoukteat19170507.1.4",1,0.171725485521059
"295","tooljasojavnoukteat19170517.1.4",1,0.28884033270215
"296","ekmteataja19170112.1.13",1,0.000346662269315854
"297","revelskojeslovo19170128.1.1",1,0.000339635585796331
"298","utropravda19171110.1.1",1,0.00102576307375074
"299","svobodnojeslovosoldata19170503.1.4",1,0.000400523828488376
"300","tooljasojavnoukteat19170818.1.2",1,0.00020857580448336
"301","svobodnojeslovosoldata19171209.1.2",1,0.000292246049989129
"302","revelskojeslovo19170223.1.2",1,0.000162151669704387
"303","revelskojeslovo19170320.1.2",1,0.000171267355260733
"304","utropravda19170602.1.3",1,0.561285405935477
"305","tooljasojavnoukteat19170705.1.4",1,0.15848752909323
"306","tooljasojavnoukteat19170516.1.3",1,0.00029481704881767
"307","svobodnojeslovosoldata19171210.1.2",1,0.000287236271080669
"308","ekmteataja19171005.1.4",1,0.000144031847247539
"309","tooljasojavnoukteat19170423.1.4",1,0.391186135122181
"310","revelskieizvestija19170227.1.2",1,0.000238230379143927
"311","revelskieizvestija19170516.1.1",1,0.000218076867576313
"312","svobodnojeslovosoldata19170621.1.2",1,0.000395793431649142
"313","tooljasojavnoukteat19170919.1.1",1,0.00018861867093944
"314","revelskieizvestija19170303.1.1",1,0.000415418683245443
"315","tooljasojavnoukteat19170719.1.1",1,0.000245202793380842
"316","nasheslovo19171202.1.4",1,0.000636259208472543
"317","revelskieizvestija19170419.1.1",1,0.000236548795335489
"318","revelskieizvestija19170610.1.1",1,0.225934346816983
"319","svobodnojeslovosoldata19170621.1.4",1,0.000287236271080899
"320","svobodnojeslovosoldata19171220.1.3",1,0.000243421705499395
"321","revelskojeslovo19170306.1.3",1,0.0795196344502815
"322","svobodnojeslovosoldata19170901.1.2",1,0.000326403490856288
"323","tooljasojavnoukteat19171102.1.3",1,0.000410332146326622
"324","tooljasojavnoukteat19170831.1.3",1,0.000188618670939345
"325","revelskojeslovo19170811.1.3",1,0.177467255994206
"326","ekmteataja19170720.1.5",1,0.000223905063476458
"327","ekmteataja19170727.1.5",1,0.000343112956089154
"328","nasheslovo19171223.1.4",1,0.000323255012607748
"329","revelskojeslovo19170111.1.1",1,0.00028239535604181
"330","tooljasojavnoukteat19170722.1.2",1,0.0448629983139833
"331","tooljasojavnoukteat19170727.1.2",1,0.000125668032694408
"332","ekmteataja19170126.1.7",1,0.00013982513832498
"333","tooljasojavnoukteat19171207.1.2",1,0.000410332146326304
"334","revelskieizvestija19170401.1.3",1,0.000147195015349895
"335","revelskojeslovo19171014.1.1",1,0.000889612744604577
"336","revelskojeslovo19170411.1.4",1,0.000913872547141455
"337","revelskojeslovo19170616.1.4",1,0.000228484828242474
"338","utropravda19170829.1.2",1,0.000365570383609774
"339","ekmteataja19170511.1.2",1,0.000343112956089142
"340","revelskojeslovo19170608.1.3",1,0.000209882095539591
"341","revelskojeslovo19170913.1.4",1,0.00035028578144291
"342","revelskojeslovo19170922.1.4",1,0.000648573051550946
"343","tooljasojavnoukteat19170329.1.4",1,0.367012529378722
"344","revelskojeslovo19170202.1.2",1,0.105997993014827
"345","tooljasojavnoukteat19170406.1.2",1,0.647721586711868
"346","utropravda19170530.1.4",1,0.000329613904205426
"347","utropravda19171128.1.3",1,0.000250705950916061
"348","utropravda19170717.1.3",1,0.421078015814037
"349","utropravda19170912.1.3",1,0.484562784610206
"350","ekmteataja19170209.1.5",1,0.000264560362791905
"351","tooljasojavnoukteat19171005.1.3",1,0.564803697764536
"352","ekmteataja19170330.1.2",1,0.000230053335513483
"353","revelskojeslovo19170410.1.1",1,0.000317136828013109
"354","revelskojeslovo19170405.1.2",1,0.000155385019666864
"355","revelskojeslovo19170801.1.3",1,0.307638588267072
"356","tooljasojavnoukteat19170528.1.4",1,0.205607757593638
"357","tooljasojavnoukteat19170518.1.3",1,0.000177621677470859
"358","tooljasojavnoukteat19171214.1.3",1,0.000186519061426745
"359","tooljasojavnoukteat19170920.1.1",1,0.264749733500168
"360","utropravda19170713.1.2",1,0.654319663036782
"361","ekmteataja19170824.1.4",1,0.000150500239621239
"362","svobodnojeslovosoldata19171221.1.3",1,0.000258439597552112
"363","tooljasojavnoukteat19170411.1.4",1,0.0475710371468108
"364","tooljasojavnoukteat19170712.1.3",1,0.309178436183008
"365","utropravda19170825.1.2",1,0.000230053335513542
"366","tooljasojavnoukteat19170518.1.2",1,0.783211705512726
"367","svobodnojeslovosoldata19170709.1.2",1,0.000213901022763527
"368","revelskieizvestija19170405.1.2",1,0.000382249721543704
"369","svobodnojeslovosoldata19171208.1.2",1,0.000361625531523696
"370","revelskojeslovo19170130.1.1",1,0.000125668032694385
"371","revelskojeslovo19170216.1.4",1,0.000454890942905661
"372","tooljasojavnoukteat19170330.1.3",1,0.000336227993009153
"373","tooljasojavnoukteat19170721.1.2",1,0.000215275087741015
"374","revelskojeslovo19170216.1.1",1,0.000101039889504674
"375","revelskojeslovo19171017.1.4",1,0.000343112956089193
"376","revelskojeslovo19171104.1.4",1,0.000415418683245242
"377","tooljasojavnoukteat19170406.1.4",1,0.000289719505098847
"378","tooljasojavnoukteat19170916.1.2",1,0.000225411115163446
"379","tooljasojavnoukteat19170413.1.4",1,0.255331465420544
"380","revelskieizvestija19170605.1.1",1,0.000346662269315919
"381","tooljasojavnoukteat19170622.1.4",1,0.000323255012608228
"382","tooljasojavnoukteat19170706.1.4",1,0.000591349624502815
"383","tooljasojavnoukteat19170813.1.2",1,0.110074797360106
"384","tooljasojavnoukteat19171104.1.2",1,0.000238230379143789
"385","tooljasojavnoukteat19171005.1.2",1,0.000308381804583779
"386","revelskojeslovo19170921.1.2",1,0.000488012346947865
"387","revelskojeslovo19170127.1.2",1,0.1133148458362
"388","tooljasojavnoukteat19170829.1.5",1,0.000361625531523257
"389","tooljasojavnoukteat19170513.1.3",1,0.1158086386984
"390","revelskieizvestija19170621.1.2",1,0.000254514039270655
"391","revelskojeslovo19170308.1.2",1,0.296262399823343
"392","nasheslovo19171124.1.2",1,0.000395793431649731
"393","utropravda19171219.1.4",1,0.000170396520117651
"394","ekmteataja19170629.1.6",1,0.000323255012607728
"395","revelskojeslovo19170411.1.2",1,0.000169534495963562
"396","ekmteataja19170112.1.7",1,0.00017126735526045
"397","svobodnojeslovosoldata19170623.1.4",1,0.000405368665467686
"398","tooljasojavnoukteat19170425.1.4",1,0.0353305800148275
"399","tooljasojavnoukteat19170527.1.4",1,0.000317136828013406
"400","utropravda19171125.1.4",1,0.724200161478054
"401","revelskojeslovo19170510.1.2",1,0.0580188710768414
"402","utropravda19171112.1.2",1,0.000431464160561412
"403","revelskojeslovo19170717.1.3",1,0.000913872547141406
"404","tooljasojavnoukteat19171120.1.2",1,0.000239936042295232
"405","svobodnojeslovosoldata19170507.1.1",1,0.000518197010458723
"406","tooljasojavnoukteat19170507.1.1",1,0.000661372933116279
"407","revelskieizvestija19170217.1.3",1,0.000226937564348552
"408","tooljasojavnoukteat19170906.1.1",1,0.000297433685231636
"409","utropravda19171006.1.4",1,0.409251024983025
"410","ekmteataja19170119.1.3",1,0.000448798944913645
"411","svobodnojeslovosoldata19170907.1.2",1,0.0436864849053848
"412","ekmteataja19170601.1.3",1,0.000153253247815949
"413","svobodnojeslovosoldata19170518.1.2",1,0.414684808324771
"414","revelskojeslovo19170810.1.4",1,0.000448798944913707
"415","revelskojeslovo19171118.1.4",1,0.000420632909927055
"416","tooljasojavnoukteat19171102.1.2",1,0.000284795243725368
"417","revelskojeslovo19171020.1.4",1,0.000332888098338268
"418","tooljasojavnoukteat19170412.1.3",1,0.000203509295649697
"419","tooljasojavnoukteat19170704.1.3",1,0.000361625531523457
"420","tooljasojavnoukteat19170730.1.1",1,0.00021390102276349
"421","utropravda19170609.1.2",1,0.258952249168029
"422","svobodnojeslovosoldata19170511.1.4",1,0.0476663164309743
"423","utropravda19170717.1.2",1,0.000339635585796919
"424","utropravda19171110.1.2",1,0.1990091680366
"425","ekmteataja19171005.1.2",1,0.000314163769805818
"426","revelskojeslovo19170414.1.2",1,0.000339635585797147
"427","revelskojeslovo19170322.1.3",1,0.174581760839608
"428","ekmteataja19170831.1.2",1,0.000382249721543229
"429","revelskojeslovo19170127.1.4",1,0.00035776490794263
"430","revelskojeslovo19170128.1.4",1,0.00032640349085601
"431","revelskojeslovo19170130.1.4",1,0.000256461797552845
"432","revelskojeslovo19170208.1.4",1,0.000543405134661471
"433","tooljasojavnoukteat19170813.1.3",1,0.0559451451158997
"434","utropravda19171205.1.4",1,0.000166171887831791
"435","ekmteataja19170629.1.8",1,0.000174841563893327
"436","utropravda19171109.1.3",1,0.000323255012608253
"437","tooljasojavnoukteat19170427.1.3",1,0.000222419003152387
"438","svobodnojeslovosoldata19171219.1.3",1,0.000201067236437393
"439","revelskojeslovo19170406.1.2",1,0.472729931571494
"440","revelskojeslovo19170421.1.3",1,0.393611659774736
"441","svobodnojeslovosoldata19170729.1.4",1,0.204017403460302
"442","utropravda19171003.1.4",1,0.328348283645928
"443","tooljasojavnoukteat19171021.1.2",1,0.000254514039270722
"444","tooljasojavnoukteat19171010.1.2",1,0.000254514039270787
"445","revelskieizvestija19170607.1.1",1,0.000343112956089136
"446","ekmteataja19170914.1.5",1,0.000126617652367484
"447","ekmteataja19170928.1.4",1,0.0002525956433878
"448","revelskojeslovo19170807.1.4",1,0.0506987656481668
"449","tooljasojavnoukteat19170812.1.4",1,0.000400523828488957
"450","tooljasojavnoukteat19170803.1.3",1,0.308878626524488
"451","tooljasojavnoukteat19170919.1.2",1,0.0310600963792891
"452","svobodnojeslovosoldata19171115.1.4",1,0.000357764907942422
"453","tooljasojavnoukteat19171202.1.4",1,0.000245202793380781
"454","revelskieizvestija19170526.1.3",1,0.000252595643388083
"455","revelskojeslovo19170320.1.1",1,0.000561618741593441
